None,D0,D1,D2,D3,D4,StartDate,EndDate
95.32,4.68,0,0,0,0,2023/11/21,2023/11/27
95.32,4.68,0,0,0,0,2023/11/14,2023/11/20
94.04,5.96,0,0,0,0,2023/11/7,2023/11/13
94.34,5.66,0,0,0,0,2023/10/31,2023/11/6
94.32,5.68,0,0,0,0,2023/10/24,2023/10/30
94.32,5.68,0,0,0,0,2023/10/17,2023/10/23
93.98,6.02,0.07,0,0,0,2023/10/10,2023/10/16
94.01,5.99,0.07,0,0,0,2023/10/3,2023/10/9
94.01,5.99,0.07,0,0,0,2023/9/26,2023/10/2
93.53,6.47,0.24,0,0,0,2023/9/19,2023/9/25
93.54,6.46,0.22,0,0,0,2023/9/12,2023/9/18
93.53,6.47,0.22,0,0,0,2023/9/5,2023/9/11
93.35,6.65,1.35,0,0,0,2023/8/29,2023/9/4
93.33,6.67,1.38,0,0,0,2023/8/22,2023/8/28
74.56,25.44,7.27,0,0,0,2023/8/15,2023/8/21
74.55,25.45,7.28,0,0,0,2023/8/8,2023/8/14
74.43,25.57,6.52,0,0,0,2023/8/1,2023/8/7
74.43,25.57,6.29,0,0,0,2023/7/25,2023/7/31
74.45,25.55,6.29,0,0,0,2023/7/18,2023/7/24
71.95,28.05,6.29,0,0,0,2023/7/11,2023/7/17
71.95,28.05,4.63,0,0,0,2023/7/4,2023/7/10
71.88,28.12,4.63,0,0,0,2023/6/27,2023/7/3
72.32,27.68,4.63,0,0,0,2023/6/20,2023/6/26
72.32,27.68,4.63,0,0,0,2023/6/13,2023/6/19
70.88,29.12,4.63,0,0,0,2023/6/6,2023/6/12
70.88,29.12,4.63,0,0,0,2023/5/30,2023/6/5
70.86,29.14,4.63,0,0,0,2023/5/23,2023/5/29
68.02,31.98,5.95,0,0,0,2023/5/16,2023/5/22
68.02,31.98,5.95,0,0,0,2023/5/9,2023/5/15
68.04,31.96,7.98,0,0,0,2023/5/2,2023/5/8
68.04,31.96,7.98,0,0,0,2023/4/25,2023/5/1
65.67,34.33,8.79,0,0,0,2023/4/18,2023/4/24
65.67,34.33,8.79,0,0,0,2023/4/11,2023/4/17
56.17,43.83,24.86,0.82,0,0,2023/4/4,2023/4/10
55.34,44.66,28.11,1.95,0,0,2023/3/28,2023/4/3
48.51,51.49,35.88,8.49,0,0,2023/3/21,2023/3/27
44.66,55.34,36.42,8.49,0,0,2023/3/14,2023/3/20
26.84,73.16,43.06,19,0,0,2023/3/7,2023/3/13
16.71,83.29,49.13,24.96,0,0,2023/2/28,2023/3/6
0.61,99.39,84.6,32.62,0,0,2023/2/21,2023/2/27
0.64,99.36,84.6,32.62,0,0,2023/2/14,2023/2/20
0.64,99.36,84.6,32.62,0,0,2023/2/7,2023/2/13
0.64,99.36,89.56,32.57,0,0,2023/1/31,2023/2/6
0.64,99.36,89.56,32.57,0,0,2023/1/24,2023/1/30
0.64,99.36,92.12,42.84,0,0,2023/1/17,2023/1/23
0,100,95.38,46,0.32,0,2023/1/10,2023/1/16
0,100,97.93,71.14,27.1,0,2023/1/3,2023/1/9
0,100,97.94,80.56,35.5,7.16,2022/12/27,2023/1/2
0,100,97.94,80.56,35.5,7.16,2022/12/20,2022/12/26
0,100,97.94,80.56,35.5,7.16,2022/12/13,2022/12/19
0,100,99.48,84.97,40.08,12.73,2022/12/6,2022/12/12
0,100,99.48,84.97,40.92,12.73,2022/11/29,2022/12/5
0,100,99.48,84.97,40.92,12.73,2022/11/22,2022/11/28
0,100,99.48,84.97,40.92,12.73,2022/11/15,2022/11/21
0,100,99.51,88.09,41.39,16.57,2022/11/8,2022/11/14
0,100,99.77,91.83,43.06,16.57,2022/11/1,2022/11/7
0,100,99.77,91.83,43.06,16.57,2022/10/25,2022/10/31
0,100,99.77,91.83,40.91,16.57,2022/10/18,2022/10/24
0,100,99.77,93.99,40.91,16.57,2022/10/11,2022/10/17
0,100,99.77,94.02,40.91,16.57,2022/10/4,2022/10/10
0,100,99.76,94.01,40.91,16.57,2022/9/27,2022/10/3
0,100,99.76,94.06,40.91,16.57,2022/9/20,2022/9/26
0,100,99.76,94.06,40.91,16.57,2022/9/13,2022/9/19
0,100,99.76,97.52,40.18,16.57,2022/9/6,2022/9/12
0,100,99.76,97.52,40.18,16.57,2022/8/30,2022/9/5
0,100,99.76,97.53,43.16,16.57,2022/8/23,2022/8/29
0,100,99.76,97.53,43.16,16.57,2022/8/16,2022/8/22
0,100,99.77,97.52,45.81,16.53,2022/8/9,2022/8/15
0,100,99.78,97.47,59.81,12.12,2022/8/2,2022/8/8
0,100,99.78,97.47,59.81,12.74,2022/7/26,2022/8/1
0,100,99.78,97.47,59.81,12.74,2022/7/19,2022/7/25
0,100,99.8,97.48,59.81,12.74,2022/7/12,2022/7/18
0,100,99.8,97.48,59.81,11.59,2022/7/5,2022/7/11
0,100,99.79,97.48,59.81,11.59,2022/6/28,2022/7/4
0,100,99.79,97.48,59.81,11.59,2022/6/21,2022/6/27
0,100,99.79,97.48,59.81,11.59,2022/6/14,2022/6/20
0,100,99.79,97.48,59.81,11.59,2022/6/7,2022/6/13
0,100,99.86,97.56,59.81,11.59,2022/5/31,2022/6/6
0,100,99.86,97.56,59.81,11.59,2022/5/24,2022/5/30
0,100,99.86,95.14,59.81,0.18,2022/5/17,2022/5/23
0,100,99.86,95.14,59.81,0,2022/5/10,2022/5/16
0,100,100,95.18,40.51,0,2022/5/3,2022/5/9
0,100,100,95.18,40.56,0,2022/4/26,2022/5/2
0,100,100,95.18,40.81,0,2022/4/19,2022/4/25
0,100,100,95.75,46.87,0,2022/4/12,2022/4/18
0,100,100,93.65,40.67,0,2022/4/5,2022/4/11
0,100,100,93.65,40.25,0,2022/3/29,2022/4/4
0,100,100,93.65,37.69,0,2022/3/22,2022/3/28
0,100,100,93.23,35.22,0,2022/3/15,2022/3/21
0,100,100,86.98,12.82,0,2022/3/8,2022/3/14
0,100,100,86.98,12.82,0,2022/3/1,2022/3/7
0,100,100,68.77,6.7,0,2022/2/22,2022/2/28
0,100,99.57,66.39,1.39,0,2022/2/15,2022/2/21
0,100,99.25,66.39,1.39,0,2022/2/8,2022/2/14
0,100,99.25,66.39,1.39,0,2022/2/1,2022/2/7
0,100,99.25,66.39,1.39,0,2022/1/25,2022/1/31
0,100,99.25,66.39,1.39,0,2022/1/18,2022/1/24
0,100,99.25,66.39,1.39,0,2022/1/11,2022/1/17
0,100,99.3,67.62,16.6,0.84,2022/1/4,2022/1/10
0,100,100,86.28,32.93,0.84,2021/12/28,2022/1/3
0,100,100,92.44,79.44,23.11,2021/12/21,2021/12/27
0,100,100,92.43,80.28,28.27,2021/12/14,2021/12/20
0,100,100,92.43,80.28,28.27,2021/12/7,2021/12/13
0,100,100,92.43,80.28,28.27,2021/11/30,2021/12/6
0,100,100,92.43,80.28,28.27,2021/11/23,2021/11/29
0,100,100,92.43,80.28,37.62,2021/11/16,2021/11/22
0,100,100,92.43,80.28,37.62,2021/11/9,2021/11/15
0,100,100,93.81,83.33,38.74,2021/11/2,2021/11/8
0,100,100,93.81,83.33,38.74,2021/10/26,2021/11/1
0,100,100,93.81,87.18,45.66,2021/10/19,2021/10/25
0,100,100,93.93,87.18,45.66,2021/10/12,2021/10/18
0,100,100,93.93,87.88,45.66,2021/10/5,2021/10/11
0,100,100,93.93,87.88,45.66,2021/9/28,2021/10/4
0,100,100,93.93,87.88,45.66,2021/9/21,2021/9/27
0,100,100,93.93,87.94,45.66,2021/9/14,2021/9/20
0,100,100,93.93,87.94,45.66,2021/9/7,2021/9/13
0,100,100,95.56,88.37,47.4,2021/8/31,2021/9/6
0,100,100,95.58,88.37,47.4,2021/8/24,2021/8/30
0,100,100,95.58,88.37,48.97,2021/8/17,2021/8/23
0,100,100,95.07,88.37,47.1,2021/8/10,2021/8/16
0,100,100,95.07,88.37,46.45,2021/8/3,2021/8/9
0,100,100,95.09,88.59,46.49,2021/7/27,2021/8/2
0,100,100,94.75,85.75,33.42,2021/7/20,2021/7/26
0,100,100,94.75,85.73,33.32,2021/7/13,2021/7/19
0,100,100,94.73,85.44,33.32,2021/7/6,2021/7/12
0,100,100,94.73,85.44,33.32,2021/6/29,2021/7/5
0,100,100,94.73,85.44,33.32,2021/6/22,2021/6/28
0,100,100,94.75,85.44,33.32,2021/6/15,2021/6/21
0,100,100,94.75,85.2,33.32,2021/6/8,2021/6/14
0,100,100,94.61,74.46,26.04,2021/6/1,2021/6/7
0,100,100,94.61,74.46,26.04,2021/5/25,2021/5/31
0,100,100,94.31,73.33,15.91,2021/5/18,2021/5/24
0,100,100,94.31,73.33,13.53,2021/5/11,2021/5/17
0,100,97.52,92.88,73.31,5.36,2021/5/4,2021/5/10
0,100,97.51,87.95,52.86,5.36,2021/4/27,2021/5/3
0,100,96.54,85.37,49.86,5.36,2021/4/20,2021/4/26
0.78,99.22,94.14,76.97,38.68,5.36,2021/4/13,2021/4/19
0.77,99.23,92.65,69.68,35.42,5.36,2021/4/6,2021/4/12
0.77,99.23,90.66,64.02,31.76,5.36,2021/3/30,2021/4/5
0.7,99.3,90.66,64.02,31.76,5.36,2021/3/23,2021/3/29
0.78,99.22,90.62,58.59,29.54,3.75,2021/3/16,2021/3/22
0.75,99.25,90.89,58.59,29.54,3.75,2021/3/9,2021/3/15
0.75,99.25,90.89,56.98,29.54,3.75,2021/3/2,2021/3/8
0.7,99.3,84.88,56.98,29.54,3.75,2021/2/23,2021/3/1
0.7,99.3,84.88,57.58,30.99,3.75,2021/2/16,2021/2/22
0.64,99.36,85.1,57.87,31.41,3.75,2021/2/9,2021/2/15
0,100,85.99,58.44,31.65,3.75,2021/2/2,2021/2/8
0,100,95.2,75.74,39.46,3.86,2021/1/26,2021/2/1
0,100,95.2,78.12,39.46,1.19,2021/1/19,2021/1/25
0,100,95.2,79.1,39.5,1.19,2021/1/12,2021/1/18
0,100,95.2,74.34,33.84,1.19,2021/1/5,2021/1/11
0,100,95.17,74.34,33.75,1.19,2020/12/29,2021/1/4
0,100,95.17,74.34,33.75,1.19,2020/12/22,2020/12/28
0,100,95.17,74.35,33.75,1.19,2020/12/15,2020/12/21
0,100,95.17,66.79,21.3,0,2020/12/8,2020/12/14
3.46,96.54,75.03,48.19,19.36,0,2020/12/1,2020/12/7
3.5,96.5,75.03,48.19,19.36,0,2020/11/24,2020/11/30
15.61,84.39,70.91,41.25,15.83,0,2020/11/17,2020/11/23
15.48,84.52,70.91,41.25,15.83,0,2020/11/10,2020/11/16
15.48,84.52,67.54,35.61,12.74,0,2020/11/3,2020/11/9
15.4,84.6,67.54,35.61,12.74,0,2020/10/27,2020/11/2
15.4,84.6,67.54,35.61,12.74,0,2020/10/20,2020/10/26
15.4,84.6,67.54,35.61,12.74,0,2020/10/13,2020/10/19
15.4,84.6,67.54,35.61,12.74,0,2020/10/6,2020/10/12
15.35,84.65,67.65,35.62,12.74,0,2020/9/29,2020/10/5
15.62,84.38,67.09,35.27,3.39,0,2020/9/22,2020/9/28
15.62,84.38,67.09,35.26,3.17,0,2020/9/15,2020/9/21
20.45,79.55,54.18,32.98,3.04,0,2020/9/8,2020/9/14
20.39,79.61,54.38,31.78,3.04,0,2020/9/1,2020/9/7
20.55,79.45,54.38,31.88,3.04,0,2020/8/25,2020/8/31
20.55,79.45,54.22,21.72,3.04,0,2020/8/18,2020/8/24
33.74,66.26,50.39,21.72,3.04,0,2020/8/11,2020/8/17
33.74,66.26,50.38,21.5,3.04,0,2020/8/4,2020/8/10
40.34,59.66,50.38,21.5,3.04,0,2020/7/28,2020/8/3
40.34,59.66,48.21,21.5,3.04,0,2020/7/21,2020/7/27
40.38,59.62,48.19,21.5,2.45,0,2020/7/14,2020/7/20
41.79,58.21,46.74,20.84,2.45,0,2020/7/7,2020/7/13
41.79,58.21,46.74,20.84,2.45,0,2020/6/30,2020/7/6
41.79,58.21,46.74,20.84,2.45,0,2020/6/23,2020/6/29
41.79,58.21,46.74,20.84,2.45,0,2020/6/16,2020/6/22
41.79,58.21,46.74,20.84,2.45,0,2020/6/9,2020/6/15
41.8,58.2,46.67,20.84,2.97,0,2020/6/2,2020/6/8
41.8,58.2,46.67,20.84,2.97,0,2020/5/26,2020/6/1
41.8,58.2,46.67,20.84,2.97,0,2020/5/19,2020/5/25
41.8,58.2,46.67,20.84,2.99,0,2020/5/12,2020/5/18
41.8,58.2,42.87,19.56,3.94,0,2020/5/5,2020/5/11
41.8,58.2,41.58,19.59,4.66,0,2020/4/28,2020/5/4
41.8,58.2,35.7,19.59,4.66,0,2020/4/21,2020/4/27
41.8,58.2,35.7,12.83,0,0,2020/4/14,2020/4/20
32.29,67.71,43.31,1.3,0,0,2020/4/7,2020/4/13
24.86,75.14,43.31,1.3,0,0,2020/3/31,2020/4/6
24.86,75.14,40.42,1.3,0,0,2020/3/24,2020/3/30
24.64,75.36,47.59,1.26,0,0,2020/3/17,2020/3/23
21.5,78.5,48.09,0,0,0,2020/3/10,2020/3/16
30.26,69.74,34.16,0,0,0,2020/3/3,2020/3/9
30.26,69.74,23.34,0,0,0,2020/2/25,2020/3/2
40.02,59.98,9.54,0,0,0,2020/2/18,2020/2/24
53.85,46.15,9.54,0,0,0,2020/2/11,2020/2/17
65.72,34.28,0,0,0,0,2020/2/4,2020/2/10
65.72,34.28,0,0,0,0,2020/1/28,2020/2/3
96.39,3.61,0,0,0,0,2020/1/21,2020/1/27
96.39,3.61,0,0,0,0,2020/1/14,2020/1/20
96.43,3.57,0,0,0,0,2020/1/7,2020/1/13
96.43,3.57,0,0,0,0,2019/12/31,2020/1/6
96.43,3.57,0,0,0,0,2019/12/24,2019/12/30
96.43,3.57,0,0,0,0,2019/12/17,2019/12/23
96.43,3.57,0,0,0,0,2019/12/10,2019/12/16
14.74,85.26,0.01,0,0,0,2019/12/3,2019/12/9
9.22,90.78,3.31,0.01,0,0,2019/11/26,2019/12/2
18.55,81.45,3.59,0.01,0,0,2019/11/19,2019/11/25
18.61,81.39,3.57,0.01,0,0,2019/11/12,2019/11/18
82.26,17.74,2.06,0,0,0,2019/11/5,2019/11/11
82.26,17.74,2.06,0,0,0,2019/10/29,2019/11/4
82.26,17.74,2.06,0,0,0,2019/10/22,2019/10/28
85.4,14.6,2.06,0,0,0,2019/10/15,2019/10/21
95.29,4.71,2.06,0,0,0,2019/10/8,2019/10/14
95.29,4.71,2.06,0,0,0,2019/10/1,2019/10/7
89.73,10.27,2.06,0,0,0,2019/9/24,2019/9/30
89.61,10.39,2.06,0,0,0,2019/9/17,2019/9/23
90.94,9.06,1.09,0.01,0,0,2019/9/10,2019/9/16
90.94,9.06,1.09,0,0,0,2019/9/3,2019/9/9
90.94,9.06,1.09,0,0,0,2019/8/27,2019/9/2
93.27,6.73,0,0,0,0,2019/8/20,2019/8/26
94.07,5.93,0,0,0,0,2019/8/13,2019/8/19
95.55,4.45,0,0,0,0,2019/8/6,2019/8/12
95.68,4.32,0,0,0,0,2019/7/30,2019/8/5
95.68,4.32,0,0,0,0,2019/7/23,2019/7/29
95.68,4.32,0,0,0,0,2019/7/16,2019/7/22
95.68,4.32,0,0,0,0,2019/7/9,2019/7/15
95.68,4.32,0,0,0,0,2019/7/2,2019/7/8
95.68,4.32,0,0,0,0,2019/6/25,2019/7/1
95.68,4.32,0,0,0,0,2019/6/18,2019/6/24
95.68,4.32,0,0,0,0,2019/6/11,2019/6/17
95.68,4.32,0,0,0,0,2019/6/4,2019/6/10
94.03,5.97,0,0,0,0,2019/5/28,2019/6/3
94.03,5.97,0,0,0,0,2019/5/21,2019/5/27
94.03,5.97,0,0,0,0,2019/5/14,2019/5/20
94.03,5.97,0,0,0,0,2019/5/7,2019/5/13
94.03,5.97,0,0,0,0,2019/4/30,2019/5/6
94.03,5.97,0,0,0,0,2019/4/23,2019/4/29
94.03,5.97,0,0,0,0,2019/4/16,2019/4/22
94.03,5.97,0,0,0,0,2019/4/9,2019/4/15
93.42,6.58,0,0,0,0,2019/4/2,2019/4/8
93.42,6.58,0,0,0,0,2019/3/26,2019/4/1
93.42,6.58,0,0,0,0,2019/3/19,2019/3/25
93.42,6.58,0,0,0,0,2019/3/12,2019/3/18
89.84,10.16,0.6,0,0,0,2019/3/5,2019/3/11
87.17,12.83,2.33,0,0,0,2019/2/26,2019/3/4
67.07,32.93,3.77,1.36,0,0,2019/2/19,2019/2/25
36.77,63.23,10.55,1.63,0,0,2019/2/12,2019/2/18
34.37,65.63,10.55,1.89,0,0,2019/2/5,2019/2/11
23.93,76.07,23.66,1.89,0,0,2019/1/29,2019/2/4
7.77,92.23,72.23,3.44,0.71,0,2019/1/22,2019/1/28
7.77,92.23,75.17,5.54,0.71,0,2019/1/15,2019/1/21
7.77,92.23,75.17,14.12,1.55,0,2019/1/8,2019/1/14
7.77,92.23,75.17,14.12,2.1,0,2019/1/1,2019/1/7
7.77,92.23,75.17,16.25,2.1,0,2018/12/25,2018/12/31
7.77,92.23,75.17,16.87,2.1,0,2018/12/18,2018/12/24
7.77,92.23,75.17,16.87,2.1,0,2018/12/11,2018/12/17
7.77,92.23,79.69,18.34,3.78,0,2018/12/4,2018/12/10
0,100,83.66,18.33,3.78,0,2018/11/27,2018/12/3
0,100,77.62,18.36,3.78,0,2018/11/20,2018/11/26
0,100,53.2,18.35,2.39,0,2018/11/13,2018/11/19
0,100,51.92,18.35,2.39,0,2018/11/6,2018/11/12
15.16,84.84,47.94,19.3,2.73,0,2018/10/30,2018/11/5
15.16,84.84,47.94,19.3,2.73,0,2018/10/23,2018/10/29
15.16,84.84,47.94,22.77,2.87,0,2018/10/16,2018/10/22
15.16,84.84,47.94,22.77,4.87,0,2018/10/9,2018/10/15
12.18,87.82,47.97,22.82,4.93,0,2018/10/2,2018/10/8
12.18,87.82,47.97,22.82,4.94,0,2018/9/25,2018/10/1
12.18,87.82,47.97,22.82,4.94,0,2018/9/18,2018/9/24
12.18,87.82,47.97,22.82,4.94,0,2018/9/11,2018/9/17
13.79,86.21,47.58,22.89,2.77,0,2018/9/4,2018/9/10
13.79,86.21,47.58,21.05,2.77,0,2018/8/28,2018/9/3
13.79,86.21,47.19,20.75,2.77,0,2018/8/21,2018/8/27
13.84,86.16,47.19,20.75,2.77,0,2018/8/14,2018/8/20
13.83,86.17,45.05,20.75,2.77,0,2018/8/7,2018/8/13
13.84,86.16,44.8,20.75,2.77,0,2018/7/31,2018/8/6
13.82,86.18,44.73,20.75,2.77,0,2018/7/24,2018/7/30
14.85,85.15,44.14,20.75,2.77,0,2018/7/17,2018/7/23
14.85,85.15,44.12,20.75,2.77,0,2018/7/10,2018/7/16
14.85,85.15,44.17,20.75,2.77,0,2018/7/3,2018/7/9
14.92,85.08,44.17,20.75,2.77,0,2018/6/26,2018/7/2
30.37,69.63,37.07,20.75,2.77,0,2018/6/19,2018/6/25
30.39,69.61,37.07,20.75,2.77,0,2018/6/12,2018/6/18
30.39,69.61,37.08,20.75,2.78,0,2018/6/5,2018/6/11
30.49,69.51,37.08,20.75,2.78,0,2018/5/29,2018/6/4
30.49,69.51,37.08,20.75,2.78,0,2018/5/22,2018/5/28
30.49,69.51,37.15,20.83,2.8,0,2018/5/15,2018/5/21
34.19,65.81,37.1,13.99,2.8,0,2018/5/8,2018/5/14
34.1,65.9,37.1,13.99,2.8,0,2018/5/1,2018/5/7
34.1,65.9,37.1,13.77,2.55,0,2018/4/24,2018/4/30
34.1,65.9,37.1,13.77,2.5,0,2018/4/17,2018/4/23
33.85,66.15,37.1,13.77,2.5,0,2018/4/10,2018/4/16
22.99,77.01,40.9,12.72,2.5,0,2018/4/3,2018/4/9
22.99,77.01,40.77,12.56,2.5,0,2018/3/27,2018/4/2
11.08,88.92,47.68,22.31,0.43,0,2018/3/20,2018/3/26
11.08,88.92,47.68,22.31,0.43,0,2018/3/13,2018/3/19
8.48,91.52,47.87,22.4,0.43,0,2018/3/6,2018/3/12
8.48,91.52,47.87,19.98,0,0,2018/2/27,2018/3/5
8.43,91.57,47.87,19.98,0,0,2018/2/20,2018/2/26
18.29,81.71,45.71,19.98,0,0,2018/2/13,2018/2/19
18.27,81.73,45.6,6.39,0,0,2018/2/6,2018/2/12
26.67,73.33,43.72,4.92,0,0,2018/1/30,2018/2/5
45.48,54.52,12.69,0,0,0,2018/1/23,2018/1/29
53.21,46.79,12.69,0,0,0,2018/1/16,2018/1/22
53.58,46.42,12.69,0,0,0,2018/1/9,2018/1/15
55.7,44.3,12.69,0,0,0,2018/1/2,2018/1/8
55.7,44.3,12.69,0,0,0,2017/12/26,2018/1/1
55.7,44.3,12.69,0,0,0,2017/12/19,2017/12/25
55.7,44.3,9.9,0,0,0,2017/12/12,2017/12/18
65.38,34.62,9.9,0,0,0,2017/12/5,2017/12/11
69.09,30.91,8.24,0,0,0,2017/11/28,2017/12/4
73.98,26.02,8.24,0,0,0,2017/11/21,2017/11/27
73.98,26.02,8.24,0,0,0,2017/11/14,2017/11/20
77.9,22.1,8.24,0,0,0,2017/11/7,2017/11/13
77.9,22.1,8.24,0,0,0,2017/10/31,2017/11/6
77.9,22.1,8.24,0,0,0,2017/10/24,2017/10/30
77.88,22.12,8.24,0,0,0,2017/10/17,2017/10/23
77.88,22.12,8.24,0,0,0,2017/10/10,2017/10/16
77.88,22.12,8.24,0,0,0,2017/10/3,2017/10/9
77.88,22.12,8.24,0,0,0,2017/9/26,2017/10/2
77.88,22.12,8.24,0.04,0,0,2017/9/19,2017/9/25
77.88,22.12,8.24,0.04,0,0,2017/9/12,2017/9/18
77.88,22.12,8.24,0.04,0,0,2017/9/5,2017/9/11
77.88,22.12,8.24,0.04,0,0,2017/8/29,2017/9/4
77.88,22.12,8.24,0.04,0,0,2017/8/22,2017/8/28
77.86,22.14,8.24,0.04,0,0,2017/8/15,2017/8/21
77.86,22.14,8.24,1.06,0,0,2017/8/8,2017/8/14
77.86,22.14,8.24,1.06,0,0,2017/8/1,2017/8/7
75.73,24.27,8.24,1.06,0,0,2017/7/25,2017/7/31
75.69,24.31,8.24,1.06,0,0,2017/7/18,2017/7/24
76.46,23.54,8.24,1.06,0,0,2017/7/11,2017/7/17
76.46,23.54,8.24,1.06,0,0,2017/7/4,2017/7/10
76.47,23.53,8.24,1.06,0,0,2017/6/27,2017/7/3
76.47,23.53,8.24,1.06,0,0,2017/6/20,2017/6/26
76.47,23.53,8.24,1.06,0,0,2017/6/13,2017/6/19
76.47,23.53,8.24,1.06,0,0,2017/6/6,2017/6/12
76.47,23.53,8.24,1.06,0,0,2017/5/30,2017/6/5
76.47,23.53,8.24,1.06,0,0,2017/5/23,2017/5/29
76.47,23.53,8.24,1.06,0,0,2017/5/16,2017/5/22
76.47,23.53,8.24,1.06,0,0,2017/5/9,2017/5/15
76.47,23.53,8.24,1.06,0,0,2017/5/2,2017/5/8
76.54,23.46,8.24,1.06,0,0,2017/4/25,2017/5/1
76.54,23.46,8.24,1.06,0,0,2017/4/18,2017/4/24
76.54,23.46,8.24,1.06,0,0,2017/4/11,2017/4/17
76.54,23.46,8.24,1.06,0,0,2017/4/4,2017/4/10
76.54,23.46,8.24,1.06,0,0,2017/3/28,2017/4/3
76.54,23.46,8.24,1.06,0,0,2017/3/21,2017/3/27
76.54,23.46,8.24,1.06,0,0,2017/3/14,2017/3/20
76.54,23.46,8.24,1.1,0,0,2017/3/7,2017/3/13
74.49,25.51,8.73,4.08,0,0,2017/2/28,2017/3/6
61.66,38.34,16.87,4.19,0,0,2017/2/21,2017/2/27
43.94,56.06,24.19,7.41,0.73,0,2017/2/14,2017/2/20
41.46,58.54,46.99,10.93,0.73,0,2017/2/7,2017/2/13
38.98,61.02,50.8,20.3,1.87,0,2017/1/31,2017/2/6
38.73,61.27,51.4,26.46,2.16,0,2017/1/24,2017/1/30
35.56,64.44,57.51,44.35,24.3,2.13,2017/1/17,2017/1/23
34.62,65.38,58.22,49.22,27.8,2.13,2017/1/10,2017/1/16
18.07,81.93,67.61,54.02,38.17,18.31,2017/1/3,2017/1/9
17.47,82.53,68.87,57.79,40.6,18.31,2016/12/27,2017/1/2
15.09,84.91,70.11,59.09,41.55,19.75,2016/12/20,2016/12/26
12.16,87.84,73.04,60.27,42.8,21.04,2016/12/13,2016/12/19
12.03,87.97,73.04,60.27,42.8,21.04,2016/12/6,2016/12/12
12.03,87.97,73.04,60.27,42.8,21.04,2016/11/29,2016/12/5
12.03,87.97,73.04,60.27,42.8,21.04,2016/11/22,2016/11/28
12.03,87.97,73.04,60.27,42.8,21.04,2016/11/15,2016/11/21
12.03,87.97,73.04,60.27,42.8,21.04,2016/11/8,2016/11/14
12.03,87.97,75.26,61.38,42.8,21.04,2016/11/1,2016/11/7
8.96,91.04,81.12,61.81,42.8,21.04,2016/10/25,2016/10/31
7.77,92.23,81.12,61.81,42.8,21.04,2016/10/18,2016/10/24
0,100,83.59,62.27,42.8,21.04,2016/10/11,2016/10/17
0,100,83.59,62.27,42.8,21.04,2016/10/4,2016/10/10
0,100,83.59,62.27,42.8,21.04,2016/9/27,2016/10/3
0,100,83.59,62.27,42.8,21.04,2016/9/20,2016/9/26
0,100,83.59,62.27,42.8,21.04,2016/9/13,2016/9/19
0,100,83.59,59.02,42.8,21.04,2016/9/6,2016/9/12
0,100,83.59,59.02,42.8,21.04,2016/8/30,2016/9/5
0,100,83.59,59.02,42.8,21.04,2016/8/23,2016/8/29
0,100,83.59,59.02,42.8,21.04,2016/8/16,2016/8/22
0,100,83.59,59.02,42.8,21.04,2016/8/9,2016/8/15
0,100,83.59,59.02,42.8,21.04,2016/8/2,2016/8/8
0,100,83.59,59.02,42.8,21.04,2016/7/26,2016/8/1
0,100,83.59,59.02,42.8,21.04,2016/7/19,2016/7/25
0,100,83.59,59.02,42.8,21.04,2016/7/12,2016/7/18
0,100,83.59,59.02,42.8,21.04,2016/7/5,2016/7/11
0,100,83.59,59.02,42.8,21.04,2016/6/28,2016/7/4
0,100,83.59,59.02,42.8,21.04,2016/6/21,2016/6/27
0,100,83.59,59.02,42.8,21.04,2016/6/14,2016/6/20
4.27,95.73,83.91,59.02,42.99,21.04,2016/6/7,2016/6/13
6.08,93.92,83.91,59.02,42.99,21.04,2016/5/31,2016/6/6
5.5,94.5,86.39,61,42.99,21.04,2016/5/24,2016/5/30
5.5,94.5,86.39,63.57,42.99,21.04,2016/5/17,2016/5/23
4.27,95.73,89.68,72.72,47.92,21.04,2016/5/10,2016/5/16
4.27,95.73,89.68,74.37,49.15,21.04,2016/5/3,2016/5/9
4.24,95.76,90.09,74.37,49.15,21.04,2016/4/26,2016/5/2
4.24,95.76,90.09,74.37,49.15,21.04,2016/4/19,2016/4/25
3.55,96.45,90.58,74.37,55.25,31.68,2016/4/12,2016/4/18
3.55,96.45,90.58,74.37,55.25,31.68,2016/4/5,2016/4/11
3.55,96.45,90.58,72.82,55.25,34.74,2016/3/29,2016/4/4
1.16,98.84,91.55,72.86,55.31,34.74,2016/3/22,2016/3/28
0.43,99.57,93.28,73.64,55.31,34.74,2016/3/15,2016/3/21
0.43,99.57,97.49,83.16,60.86,38.48,2016/3/8,2016/3/14
0.43,99.57,95.13,82.66,60.86,38.48,2016/3/1,2016/3/7
0.43,99.57,94.38,81.82,60.86,38.48,2016/2/23,2016/2/29
0.29,99.71,94.69,81.82,61.4,38.48,2016/2/16,2016/2/22
0.22,99.78,94.77,81.82,61.4,38.48,2016/2/9,2016/2/15
0,100,95.26,86.13,63.9,39.41,2016/2/2,2016/2/8
0,100,95.35,86.13,63.96,40.21,2016/1/26,2016/2/1
0,100,97.17,86.13,68.15,42.66,2016/1/19,2016/1/25
0,100,97.33,87.55,69.07,42.66,2016/1/12,2016/1/18
0,100,97.33,87.55,69.07,44.84,2016/1/5,2016/1/11
0,100,97.33,87.55,69.07,44.84,2015/12/29,2016/1/4
